Test Case,Fault,Command
t1839,[],-P [3 8 6 < ../inputs/input/add.341]
t1840,[],-P [1 1 9 < ../inputs/input/add.307]
t1841,[],-P [9 10 10 < ../inputs/input/add.347]
t1842,[],-P [0 7 5 < ../inputs/input/add.316]
t1843,[],-P [8 7 1 < ../inputs/input/add.336]
t1844,[],-P [4 2 6 < ../inputs/input/add.326]
t1845,[],-P [9 4 6 < ../inputs/input/add.304]
t1846,[],-P [7 6 8 < ../inputs/input/add.314]
t1847,[],-P [3 9 7 < ../inputs/input/add.350]
t1848,[],-P [1 1 10 < ../inputs/input/add.327]
t1849,[],-P [9 8 4 < ../inputs/input/add.343]
t1850,[],-P [10 9 0 < ../inputs/input/add.305]
t1851,[],-P [0 2 2 < ../inputs/input/add.305]
t1852,[],-P [6 10 7 < ../inputs/input/add.331]
t1853,[],-P [1 5 10 < ../inputs/input/add.306]
t1854,[],-P [4 3 8 < ../inputs/input/add.330]
t1855,[],-P [2 1 9 < ../inputs/input/add.344]
t1856,[],-P [2 7 0 < ../inputs/input/add.308]
t1857,[],-P [5 0 6 < ../inputs/input/add.303]
t1858,[],-P [1 10 10 < ../inputs/input/add.320]
t1859,[],-P [8 0 3 < ../inputs/input/add.341]
t1860,[],-P [6 8 8 < ../inputs/input/add.330]
t1861,[],-P [8 0 7 < ../inputs/input/add.316]
t1862,[],-P [2 4 1 < ../inputs/input/add.306]
t1863,[],-P [2 7 3 < ../inputs/input/add.314]
t1864,[],-P [8 4 5 < ../inputs/input/add.343]
t1865,[],-P [10 7 3 < ../inputs/input/add.323]
t1866,[],-P [0 6 3 < ../inputs/ input/add.315]
t1867,[],-P [1  6  5  < ../inputs/input/lu1]
t1868,[],-P [2  5  10  < ../inputs/input/lu2]
t1869,[],-P [3  6  7  < ../inputs/input/lu3]
t1870,[],-P [8  9  2  < ../inputs/input/lu4]
t1871,[],-P [7  2  9  < ../inputs/input/lu5]
t1872,[],-P [2  7  10  < ../inputs/input/lu6]
t1873,[],-P [3  10  3  < ../inputs/input/lu7]
t1874,[],-P [6  3  2  < ../inputs/input/lu8]
t1875,[],-P [9  6  5  < ../inputs/input/lu9]
t1876,[],-P [2  7  6  < ../inputs/input/lu10]
t1877,[],-P [3  2  3  < ../inputs/input/lu11]
t1878,[],-P [6  1  6  < ../inputs/input/lu12]
t1879,[],-P [3  10  5  < ../inputs/input/lu13]
t1880,[],-P [6  7  10  < ../inputs/input/lu14]
t1881,[],-P [5  4  5  < ../inputs/input/lu15]
t1882,[],-P [2  3  6  < ../inputs/input/lu16]
t1883,[],-P [5  8  3  < ../inputs/input/lu17]
t1884,[],-P [8  7  8  < ../inputs/input/lu18]
t1885,[],-P [9  6  3  < ../inputs/input/lu19]
t1886,[],-P [4  1  6  < ../inputs/input/lu20]
t1887,[],-P [5  6  7  < ../inputs/input/lu21]
t1888,[],-P [4  3  10  < ../inputs/input/lu22]
t1889,[],-P [7  2  5  < ../inputs/input/lu23]
t1890,[],-P [4  7  2  < ../inputs/input/lu24]
t1891,[],-P [9  10  5  < ../inputs/input/lu25]
t1892,[],-P [4  1  2  < ../inputs/input/lu26]
t1893,[],-P [9  10  9  < ../inputs/input/lu27]
t1894,[],-P [4  7  2  < ../inputs/input/lu28]
t1895,[],-P [3  8  3  < ../inputs/input/lu29]
t1896,[],-P [6  3  6  < ../inputs/input/lu30]
t1897,[],-P [5  4  9  < ../inputs/input/lu31]
t1898,[],-P [6  3  6  < ../inputs/input/lu32]
t1899,[],-P [9  10  7  < ../inputs/input/lu33]
t1900,[],-P [6  9  6  < ../inputs/input/lu34]
t1901,[],-P [7  10  3  < ../inputs/input/lu35]
t1902,[],-P [2  7  10  < ../inputs/input/lu36]
t1903,[],-P [1  8  3  < ../inputs/input/lu37]
t1904,[],-P [6  9  6  < ../inputs/input/lu38]
t1905,[],-P [1  8  3  < ../inputs/input/lu39]
t1906,[],-P [10  1  10  < ../inputs/input/lu40]
t1907,[],-P [7  6  1  < ../inputs/input/lu41]
t1908,[],-P [8  9  8  < ../inputs/input/lu42]
t1909,[],-P [7  4  1  < ../inputs/input/lu43]
t1910,[],-P [6  3  2  < ../inputs/input/lu44]
t1911,[],-P [1  8  3  < ../inputs/input/lu45]
t1912,[],-P [8  9  2  < ../inputs/input/lu46]
t1913,[],-P [1  10  3  < ../inputs/input/lu47]
t1914,[],-P [4  7  4  < ../inputs/input/lu48]
t1915,[],-P [9  4  9  < ../inputs/input/lu49]
t1916,[],-P [2  3  4  < ../inputs/input/lu50]
t1917,[],-P [5  2  5  < ../inputs/input/lu51]
t1918,[],-P [4  1  4  < ../inputs/input/lu52]
t1919,[],-P [9  2  1  < ../inputs/input/lu53]
t1920,[],-P [2  1  10  < ../inputs/input/lu54]
t1921,[],-P [1  6  3  < ../inputs/input/lu55]
t1922,[],-P [10  9  8  < ../inputs/input/lu56]
t1923,[],-P [1  6  1  < ../inputs/input/lu57]
t1924,[],-P [6  7  6  < ../inputs/input/lu58]
t1925,[],-P [9  6  3  < ../inputs/input/lu59]
t1926,[],-P [4  9  8  < ../inputs/input/lu60]
t1927,[],-P [9  4  5  < ../inputs/input/lu61]
t1928,[],-P [4  5  6  < ../inputs/input/lu62]
t1929,[],-P [9  4  3  < ../inputs/input/lu63]
t1930,[],-P [8  9  10  < ../inputs/input/lu64]
t1931,[],-P [1  6  1  < ../inputs/input/lu65]
t1932,[],-P [2  7  2  < ../inputs/input/lu66]
t1933,[],-P [7  6  1  < ../inputs/input/lu67]
t1934,[],-P [6  5  6  < ../inputs/input/lu68]
t1935,[],-P [1  6  5  < ../inputs/input/lu69]
t1936,[],-P [6  1  8  < ../inputs/input/lu70]
t1937,[],-P [5  4  9  < ../inputs/input/lu71]
t1938,[],-P [2  5  6  < ../inputs/input/lu72]
t1939,[],-P [3  6  7  < ../inputs/input/lu73]
t1940,[],-P [8  1  10  < ../inputs/input/lu74]
t1941,[],-P [5  10  3  < ../inputs/input/lu75]
t1942,[],-P [4  7  10  < ../inputs/input/lu76]
t1943,[],-P [9  2  7  < ../inputs/input/lu77]
t1944,[],-P [4  1  10  < ../inputs/input/lu78]
t1945,[],-P [5  2  3  < ../inputs/input/lu79]
t1946,[],-P [4  5  6  < ../inputs/input/lu80]
t1947,[],-P [3  2  3  < ../inputs/input/lu81]
t1948,[],-P [8  3  2  < ../inputs/input/lu82]
t1949,[],-P [3  6  5  < ../inputs/input/lu83]
t1950,[],-P [6  7  8  < ../inputs/input/lu84]
t1951,[],-P [1  6  9  < ../inputs/input/lu85]
t1952,[],-P [4  1  6  < ../inputs/input/lu86]
t1953,[],-P [1  8  3  < ../inputs/input/lu87]
t1954,[],-P [6  3  4  < ../inputs/input/lu88]
t1955,[],-P [5  10  7  < ../inputs/input/lu89]
t1956,[],-P [6  9  2  < ../inputs/input/lu90]
t1957,[],-P [5  10  1  < ../inputs/input/lu91]
t1958,[],-P [4  7  8  < ../inputs/input/lu92]
t1959,[],-P [5  2  5  < ../inputs/input/lu93]
t1960,[],-P [4  7  8  < ../inputs/input/lu94]
t1961,[],-P [3  4  9  < ../inputs/input/lu95]
t1962,[],-P [8  5  4  < ../inputs/input/lu96]
t1963,[],-P [9  10  5  < ../inputs/input/lu97]
t1964,[],-P [4  9  8  < ../inputs/input/lu98]
t1965,[],-P [5  2  7  < ../inputs/input/lu99]
t1966,[],-P [4  5  2  < ../inputs/input/lu100]
t1967,[],-P [5  6  1  < ../inputs/input/lu101]
t1968,[],-P [4  7  8  < ../inputs/input/lu102]
t1969,[],-P [1  6  1  < ../inputs/input/lu103]
t1970,[],-P [2  7  10  < ../inputs/input/lu104]
t1971,[],-P [1  10  5  < ../inputs/input/lu105]
t1972,[],-P [6  3  8  < ../inputs/input/lu106]
t1973,[],-P [5  2  7  < ../inputs/input/lu107]
t1974,[],-P [10  1  10  < ../inputs/input/lu108]
t1975,[],-P [9  2  3  < ../inputs/input/lu109]
t1976,[],-P [6  9  6  < ../inputs/input/lu110]
t1977,[],-P [3  2  1  < ../inputs/input/lu111]
t1978,[],-P [2  5  6  < ../inputs/input/lu112]
t1979,[],-P [3  10  7  < ../inputs/input/lu113]
t1980,[],-P [8  5  10  < ../inputs/input/lu114]
t1981,[],-P [3  6  9  < ../inputs/input/lu115]
t1982,[],-P [10  5  2  < ../inputs/input/lu116]
t1983,[],-P [7  8  9  < ../inputs/input/lu117]
t1984,[],-P [4  3  2  < ../inputs/input/lu118]
t1985,[],-P [9  6  7  < ../inputs/input/lu119]
t1986,[],-P [8  7  4  < ../inputs/input/lu120]
t1987,[],-P [1  4  5  < ../inputs/input/lu121]
t1988,[],-P [4  3  6  < ../inputs/input/lu122]
t1989,[],-P [7  4  5  < ../inputs/input/lu123]
t1990,[],-P [8  3  2  < ../inputs/input/lu124]
t1991,[],-P [9  10  1  < ../inputs/input/lu125]
t1992,[],-P [6  3  6  < ../inputs/input/lu126]
t1993,[],-P [1  2  3  < ../inputs/input/lu127]
t1994,[],-P [6  1  6  < ../inputs/input/lu128]
t1995,[],-P [1  2  1  < ../inputs/input/lu129]
t1996,[],-P [2  7  8  < ../inputs/input/lu130]
t1997,[],-P [9  2  7  < ../inputs/input/lu131]
t1998,[],-P [8  5  4  < ../inputs/input/lu132]
t1999,[],-P [3  10  7  < ../inputs/input/lu133]
t2000,[],-P [2  3  4  < ../inputs/input/lu134]
t2001,[],-P [9  4  5  < ../inputs/input/lu135]
t2002,[],-P [8  3  4  < ../inputs/input/lu136]
t2003,[],-P [3  4  9  < ../inputs/input/lu137]
t2004,[],-P [10  9  8  < ../inputs/input/lu138]
t2005,[],-P [9  2  7  < ../inputs/input/lu139]
t2006,[],-P [8  9  6  < ../inputs/input/lu140]
t2007,[],-P [9  8  5  < ../inputs/input/lu141]
t2008,[],-P [6  9  10  < ../inputs/input/lu142]
t2009,[],-P [3  6  1  < ../inputs/input/lu143]
t2010,[],-P [8  1  4  < ../inputs/input/lu144]
t2011,[],-P [3  6  1  < ../inputs/input/lu145]
t2012,[],-P [2  7  4  < ../inputs/input/lu146]
t2013,[],-P [7  2  5  < ../inputs/input/lu147]
t2014,[],-P [2  7  4  < ../inputs/input/lu148]
t2015,[],-P [1  2  7  < ../inputs/input/lu149]
t2016,[],-P [2  7  4  < ../inputs/input/lu150]
t2017,[],-P [9  6  9  < ../inputs/input/lu151]
t2018,[],-P [4  9  2  < ../inputs/input/lu152]
t2019,[],-P [7  2  7  < ../inputs/input/lu153]
t2020,[],-P [2  3  6  < ../inputs/input/lu154]
t2021,[],-P [3  6  7  < ../inputs/input/lu155]
t2022,[],-P [4  7  8  < ../inputs/input/lu156]
t2023,[],-P [9  2  1  < ../inputs/input/lu157]
t2024,[],-P [6  3  6  < ../inputs/input/lu158]
t2025,[],-P [5  4  9  < ../inputs/input/lu159]
t2026,[],-P [2  3  2  < ../inputs/input/lu160]
t2027,[],-P [7  6  7  < ../inputs/input/lu161]
t2028,[],-P [4  3  4  < ../inputs/input/lu162]
t2029,[],-P [5  10  9  < ../inputs/input/lu163]
t2030,[],-P [10  5  6  < ../inputs/input/lu164]
t2031,[],-P [1  6  9  < ../inputs/input/lu165]
t2032,[],-P [4  5  8  < ../inputs/input/lu166]
t2033,[],-P [5  8  1  < ../inputs/input/lu167]
t2034,[],-P [8  7  4  < ../inputs/input/lu168]
t2035,[],-P [7  6  3  < ../inputs/input/lu169]
t2036,[],-P [8  7  10  < ../inputs/input/lu170]
t2037,[],-P [7  2  3  < ../inputs/input/lu171]
t2038,[],-P [2  7  8  < ../inputs/input/lu172]
t2039,[],-P [5  2  7  < ../inputs/input/lu173]
t2040,[],-P [8  1  2  < ../inputs/input/lu174]
t2041,[],-P [3  2  1  < ../inputs/input/lu175]
t2042,[],-P [6  3  6  < ../inputs/input/lu176]
t2043,[],-P [9  6  1  < ../inputs/input/lu177]
t2044,[],-P [10  3  4  < ../inputs/input/lu178]
t2045,[],-P [1  2  5  < ../inputs/input/lu179]
t2046,[],-P [8  9  6  < ../inputs/input/lu180]
t2047,[],-P [1  8  1  < ../inputs/input/lu181]
t2048,[],-P [2  5  8  < ../inputs/input/lu182]
t2049,[],-P [3  10  9  < ../inputs/input/lu183]
t2050,[],-P [6  1  10  < ../inputs/input/lu184]
t2051,[],-P [1  4  7  < ../inputs/input/lu185]
t2052,[],-P [8  7  6  < ../inputs/input/lu186]
t2053,[],-P [1  8  5  < ../inputs/input/lu187]
t2054,[],-P [10  3  8  < ../inputs/input/lu188]
t2055,[],-P [7  2  3  < ../inputs/input/lu189]
t2056,[],-P [10  3  2  < ../inputs/input/lu190]
t2057,[],-P [5  10  5  < ../inputs/input/lu191]
t2058,[],-P [6  3  4  < ../inputs/input/lu192]
t2059,[],-P [1  10  1  < ../inputs/input/lu193]
t2060,[],-P [4  5  10  < ../inputs/input/lu194]
t2061,[],-P [3  2  9  < ../inputs/input/lu195]
t2062,[],-P [8  5  8  < ../inputs/input/lu196]
t2063,[],-P [7  6  7  < ../inputs/input/lu197]
t2064,[],-P [10  3  10  < ../inputs/input/lu198]
t2065,[],-P [9  4  9  < ../inputs/input/lu199]
t2066,[],-P [8  1  4  < ../inputs/input/lu200]
t2067,[],-P [3  2  9  < ../inputs/input/lu201]
t2068,[],-P [2  9  8  < ../inputs/input/lu202]
t2069,[],-P [1  8  7  < ../inputs/input/lu203]
t2070,[],-P [6  1  4  < ../inputs/input/lu204]
t2071,[],-P [3  10  5  < ../inputs/input/lu205]
t2072,[],-P [2  3  8  < ../inputs/input/lu206]
t2073,[],-P [5  2  3  < ../inputs/input/lu207]
t2074,[],-P [4  5  2  < ../inputs/input/lu208]
t2075,[],-P [5  6  1  < ../inputs/input/lu209]
t2076,[],-P [2  5  6  < ../inputs/input/lu210]
t2077,[],-P [1  6  3  < ../inputs/input/lu211]
t2078,[],-P [2  7  4  < ../inputs/input/lu212]
t2079,[],-P [5  8  7  < ../inputs/input/lu213]
t2080,[],-P [10  5  2  < ../inputs/input/lu214]
t2081,[],-P [1  4  9  < ../inputs/input/lu215]
t2082,[],-P [8  1  6  < ../inputs/input/lu216]
t2083,[],-P [3  4  9  < ../inputs/input/lu217]
t2084,[],-P [6  5  2  < ../inputs/input/lu218]
t2085,[],-P [7  6  3  < ../inputs/input/lu219]
t2086,[],-P [4  7  8  < ../inputs/input/lu220]
t2087,[],-P [3  8  1  < ../inputs/input/lu221]
t2088,[],-P [10  1  4  < ../inputs/input/lu222]
t2089,[],-P [1  10  7  < ../inputs/input/lu223]
t2090,[],-P [4  7  10  < ../inputs/input/lu224]
t2091,[],-P [5  4  3  < ../inputs/input/lu225]
t2092,[],-P [10  5  4  < ../inputs/input/lu226]
t2093,[],-P [1  4  9  < ../inputs/input/lu227]
t2094,[],-P [2  5  4  < ../inputs/input/lu228]
t2095,[],-P [7  10  9  < ../inputs/input/lu229]
t2096,[],-P [2  7  2  < ../inputs/input/lu230]
t2097,[],-P [3  8  9  < ../inputs/input/lu231]
t2098,[],-P [4  9  2  < ../inputs/input/lu232]
t2099,[],-P [9  8  7  < ../inputs/input/lu233]
t2100,[],-P [6  9  4  < ../inputs/input/lu234]
t2101,[],-P [9  4  3  < ../inputs/input/lu235]
t2102,[],-P [2  7  6  < ../inputs/input/lu236]
t2103,[],-P [1  8  9  < ../inputs/input/lu237]
t2104,[],-P [8  1  6  < ../inputs/input/lu238]
t2105,[],-P [7  10  9  < ../inputs/input/lu239]
t2106,[],-P [4  3  2  < ../inputs/input/lu240]
t2107,[],-P [9  4  5  < ../inputs/input/lu241]
t2108,[],-P [6  1  10  < ../inputs/input/lu242]
t2109,[],-P [1  10  1  < ../inputs/input/lu243]
t2110,[],-P [6  3  10  < ../inputs/input/lu244]
t2111,[],-P [1  4  3  < ../inputs/input/lu245]
t2112,[],-P [8  3  10  < ../inputs/input/lu246]
t2113,[],-P [9  2  5  < ../inputs/input/lu247]
t2114,[],-P [8  5  6  < ../inputs/input/lu248]
t2115,[],-P [3  4  3  < ../inputs/input/lu249]
t2116,[],-P [10  7  2  < ../inputs/input/lu250]
t2117,[],-P [1  2  3  < ../inputs/input/lu251]
t2118,[],-P [2  5  4  < ../inputs/input/lu252]
t2119,[],-P [7  4  5  < ../inputs/input/lu253]
t2120,[],-P [4  3  2  < ../inputs/input/lu254]
t2121,[],-P [5  4  9  < ../inputs/input/lu255]
t2122,[],-P [2  5  10  < ../inputs/input/lu256]
t2123,[],-P [7  6  1  < ../inputs/input/lu257]
t2124,[],-P [6  9  6  < ../inputs/input/lu258]
t2125,[],-P [3  2  5  < ../inputs/input/lu259]
t2126,[],-P [8  3  4  < ../inputs/input/lu260]
t2127,[],-P [5  6  7  < ../inputs/input/lu261]
t2128,[],-P [6  1  10  < ../inputs/input/lu262]
t2129,[],-P [9  8  5  < ../inputs/input/lu263]
t2130,[],-P [4  3  4  < ../inputs/input/lu264]
t2131,[],-P [1  4  3  < ../inputs/input/lu265]
t2132,[],-P [8  1  10  < ../inputs/input/lu266]
t2133,[],-P [1  6  5  < ../inputs/input/lu267]
t2134,[],-P [8  1  6  < ../inputs/input/lu268]
t2135,[],-P [9  4  9  < ../inputs/input/lu269]
t2136,[],-P [8  9  4  < ../inputs/input/lu270]
t2137,[],-P [5  8  3  < ../inputs/input/lu271]
t2138,[],-P [2  1  8  < ../inputs/input/lu272]
t2139,[],-P [7  6  3  < ../inputs/input/lu273]
t2140,[],-P [10  7  10  < ../inputs/input/lu274]
t2141,[],-P [5  10  9  < ../inputs/input/lu275]
t2142,[],-P [6  1  2  < ../inputs/input/lu276]
t2143,[],-P [7  2  3  < ../inputs/input/lu277]
t2144,[],-P [4  9  4  < ../inputs/input/lu278]
t2145,[],-P [5  2  7  < ../inputs/input/lu279]
t2146,[],-P [8  7  8  < ../inputs/input/lu280]
t2147,[],-P [7  10  1  < ../inputs/input/lu281]
t2148,[],-P [2  9  8  < ../inputs/input/lu282]
t2149,[],-P [7  8  5  < ../inputs/input/lu283]
t2150,[],-P [8  9  8  < ../inputs/input/lu284]
t2151,[],-P [3  6  5  < ../inputs/input/lu285]
t2152,[],-P [2  5  4  < ../inputs/input/lu286]
t2153,[],-P [7  6  5  < ../inputs/input/lu287]
t2154,[],-P [4  1  4  < ../inputs/input/lu288]
t2155,[],-P [3  8  1  < ../inputs/input/lu289]
t2156,[],-P [8  5  4  < ../inputs/input/lu290]
t2157,[],-P [7  4  7  < ../inputs/input/lu291]
t2158,[],-P [8  7  6  < ../inputs/input/lu292]
t2159,[],-P [9  6  5  < ../inputs/input/lu293]
t2160,[],-P [8  9  4  < ../inputs/input/lu294]
t2161,[],-P [1  6  7  < ../inputs/input/lu295]
t2162,[],-P [2  9  6  < ../inputs/input/lu296]
t2163,[],-P [5  4  7  < ../inputs/input/lu297]
t2164,[],-P [6  3  10  < ../inputs/input/lu298]
t2165,[],-P [7  8  9  < ../inputs/input/lu299]
t2166,[],-P [4  5  2  < ../inputs/input/lu300]
t2167,[],-P [3  10  1  < ../inputs/input/lu301]
t2168,[],-P [8  5  4  < ../inputs/input/lu302]
t2169,[],-P [3  2  5  < ../inputs/input/lu303]
t2170,[],-P [4  7  10  < ../inputs/input/lu304]
t2171,[],-P [7  8  3  < ../inputs/input/lu305]
t2172,[],-P [4  7  10  < ../inputs/input/lu306]
t2173,[],-P [9  4  5  < ../inputs/input/lu307]
t2174,[],-P [10  5  8  < ../inputs/input/lu308]
t2175,[],-P [3  6  3  < ../inputs/input/lu309]
t2176,[],-P [6  3  4  < ../inputs/input/lu310]
t2177,[],-P [1  10  3  < ../inputs/input/lu311]
t2178,[],-P [4  3  8  < ../inputs/input/lu312]
t2179,[],-P [3  8  7  < ../inputs/input/lu313]
t2180,[],-P [10  7  8  < ../inputs/input/lu314]
t2181,[],-P [3  4  5  < ../inputs/input/lu315]
t2182,[],-P [4  5  8  < ../inputs/input/lu316]
t2183,[],-P [1  2  3  < ../inputs/input/lu317]
t2184,[],-P [10  7  8  < ../inputs/input/lu318]
t2185,[],-P [7  4  9  < ../inputs/input/lu319]
t2186,[],-P [4  7  10  < ../inputs/input/lu320]
t2187,[],-P [9  6  5  < ../inputs/input/lu321]
t2188,[],-P [6  1  4  < ../inputs/input/lu322]
t2189,[],-P [9  10  3  < ../inputs/input/lu323]
t2190,[],-P [8  5  4  < ../inputs/input/lu324]
t2191,[],-P [9  4  3  < ../inputs/input/lu325]
t2192,[],-P [8  3  4  < ../inputs/input/lu326]
t2193,[],-P [5  10  1  < ../inputs/input/lu327]
t2194,[],-P [8  3  10  < ../inputs/input/lu328]
t2195,[],-P [7  6  1  < ../inputs/input/lu329]
t2196,[],-P [6  5  4  < ../inputs/input/lu330]
t2197,[],-P [5  2  9  < ../inputs/input/lu331]
t2198,[],-P [4  5  2  < ../inputs/input/lu332]
t2199,[],-P [3  4  3  < ../inputs/input/lu333]
t2200,[],-P [6  9  8  < ../inputs/input/lu334]
t2201,[],-P [7  6  1  < ../inputs/input/lu335]
t2202,[],-P [4  1  2  < ../inputs/input/lu336]
t2203,[],-P [5  10  1  < ../inputs/input/lu337]
t2204,[],-P [10  9  2  < ../inputs/input/lu338]
t2205,[],-P [5  2  1  < ../inputs/input/lu339]
t2206,[],-P [8  7  8  < ../inputs/input/lu340]
t2207,[],-P [7  6  9  < ../inputs/input/lu341]
t2208,[],-P [10  1  10  < ../inputs/input/lu342]
t2209,[],-P [9  6  7  < ../inputs/input/lu343]
t2210,[],-P [6  7  10  < ../inputs/input/lu344]
t2211,[],-P [7  10  9  < ../inputs/input/lu345]
t2212,[],-P [6  7  10  < ../inputs/input/lu346]
t2213,[],-P [3  4  5  < ../inputs/input/lu347]
t2214,[],-P [10  9  6  < ../inputs/input/lu348]
t2215,[],-P [3  6  9  < ../inputs/input/lu349]
t2216,[],-P [10  5  8  < ../inputs/input/lu350]
t2217,[],-P [5  8  9  < ../inputs/input/lu351]
t2218,[],-P [2  7  4  < ../inputs/input/lu352]
t2219,[],-P [3  4  9  < ../inputs/input/lu353]
t2220,[],-P [6  9  8  < ../inputs/input/lu354]
t2221,[],-P [7  8  9  < ../inputs/input/lu355]
t2222,[],-P [10  7  4  < ../inputs/input/lu356]
t2223,[],-P [1  4  9  < ../inputs/input/lu357]
t2224,[],-P [10  9  10  < ../inputs/input/lu358]
t2225,[],-P [5  4  7  < ../inputs/input/lu359]
t2226,[],-P [2  3  4  < ../inputs/input/lu360]
t2227,[],-P [7  8  3  < ../inputs/input/lu361]
t2228,[],-P [8  9  10  < ../inputs/input/lu362]
t2229,[],-P [1  6  5  < ../inputs/input/lu363]
t2230,[],-P [4  3  6  < ../inputs/input/lu364]
t2231,[],-P [7  2  5  < ../inputs/input/lu365]
t2232,[],-P [4  3  2  < ../inputs/input/lu366]
t2233,[],-P [9  10  3  < ../inputs/input/lu367]
t2234,[],-P [4  1  8  < ../inputs/input/lu368]
t2235,[],-P [1  8  7  < ../inputs/input/lu369]
t2236,[],-P [6  3  8  < ../inputs/input/lu370]
t2237,[],-P [5  4  3  < ../inputs/input/lu371]
t2238,[],-P [10  1  8  < ../inputs/input/lu372]
t2239,[],-P [3  8  7  < ../inputs/input/lu373]
t2240,[],-P [6  9  10  < ../inputs/input/lu374]
t2241,[],-P [9  8  3  < ../inputs/input/lu375]
t2242,[],-P [6  3  10  < ../inputs/input/lu376]
t2243,[],-P [3  10  9  < ../inputs/input/lu377]
t2244,[],-P [10  3  8  < ../inputs/input/lu378]
t2245,[],-P [5  2  7  < ../inputs/input/lu379]
t2246,[],-P [6  1  6  < ../inputs/input/lu380]
t2247,[],-P [3  2  3  < ../inputs/input/lu381]
t2248,[],-P [8  9  8  < ../inputs/input/lu382]
t2249,[],-P [7  6  5  < ../inputs/input/lu383]
t2250,[],-P [6  7  8  < ../inputs/input/lu384]
t2251,[],-P [3  8  9  < ../inputs/input/lu385]
t2252,[],-P [10  9  8  < ../inputs/input/lu386]
t2253,[],-P [5  8  7  < ../inputs/input/lu387]
t2254,[],-P [2  7  2  < ../inputs/input/lu388]
t2255,[],-P [3  10  1  < ../inputs/input/lu389]
t2256,[],-P [10  3  8  < ../inputs/input/lu390]
t2257,[],-P [1  8  1  < ../inputs/input/lu391]
t2258,[],-P [4  5  10  < ../inputs/input/lu392]
t2259,[],-P [7  6  9  < ../inputs/input/lu393]
t2260,[],-P [10  7  6  < ../inputs/input/lu394]
t2261,[],-P [7  6  1  < ../inputs/input/lu395]
t2262,[],-P [10  5  2  < ../inputs/input/lu396]
t2263,[],-P [1  2  1  < ../inputs/input/lu397]
t2264,[],-P [2  9  10  < ../inputs/input/lu398]
t2265,[],-P [3  8  7  < ../inputs/input/lu399]
t2266,[],-P [6  9  4  < ../inputs/input/lu400]
t2267,[],-P [3  6  7  < ../inputs/input/lu401]
t2268,[],-P [10  3  6  < ../inputs/input/lu402]
t2269,[],-P [5  10  5  < ../inputs/input/lu403]
t2270,[],-P [6  7  10  < ../inputs/input/lu404]
t2271,[],-P [7  10  9  < ../inputs/input/lu405]
t2272,[],-P [4  5  10  < ../inputs/input/lu406]
t2273,[],-P [1  6  7  < ../inputs/input/lu407]
t2274,[],-P [6  7  10  < ../inputs/input/lu408]
t2275,[],-P [1  8  9  < ../inputs/input/lu409]
t2276,[],-P [8  3  8  < ../inputs/input/lu410]
t2277,[],-P [3  6  9  < ../inputs/input/lu411]
t2278,[],-P [8  9  6  < ../inputs/input/lu412]
t2279,[],-P [9  2  5  < ../inputs/input/lu413]
t2280,[],-P [10  9  2  < ../inputs/input/lu414]
t2281,[],-P [5  8  1  < ../inputs/input/lu415]
t2282,[],-P [4  5  10  < ../inputs/input/lu416]
t2283,[],-P [5  10  1  < ../inputs/input/lu417]
t2284,[],-P [6  3  8  < ../inputs/input/lu418]
t2285,[],-P [9  4  5  < ../inputs/input/lu419]
t2286,[],-P [4  5  10  < ../inputs/input/lu420]
t2287,[],-P [7  6  5  < ../inputs/input/lu421]
t2288,[],-P [10  7  2  < ../inputs/input/lu422]
t2289,[],-P [5  6  7  < ../inputs/input/lu423]
t2290,[],-P [6  5  8  < ../inputs/input/lu424]
t2291,[],-P [1  6  5  < ../inputs/input/lu425]
t2292,[],-P [6  9  4  < ../inputs/input/lu426]
t2293,[],-P [9  6  5  < ../inputs/input/lu427]
t2294,[],-P [10  5  4  < ../inputs/input/lu428]
t2295,[],-P [7  6  3  < ../inputs/input/lu429]
t2296,[],-P [2  5  10  < ../inputs/input/lu430]
t2297,[],-P [7  10  7  < ../inputs/input/lu431]
t2298,[],-P [10  1  2  < ../inputs/input/lu432]
t2299,[],-P [1  8  7  < ../inputs/input/lu433]
t2300,[],-P [10  1  4  < ../inputs/input/lu434]
t2301,[],-P [7  4  5  < ../inputs/input/lu435]
t2302,[],-P [4  9  4  < ../inputs/input/lu436]
t2303,[],-P [3  2  3  < ../inputs/input/lu437]
t2304,[],-P [4  1  6  < ../inputs/input/lu438]
t2305,[],-P [7  2  7  < ../inputs/input/lu439]
t2306,[],-P [10  7  4  < ../inputs/input/lu440]
t2307,[],-P [9  4  9  < ../inputs/input/lu441]
t2308,[],-P [10  7  8  < ../inputs/input/lu442]
t2309,[],-P [5  8  5  < ../inputs/input/lu443]
t2310,[],-P [6  3  4  < ../inputs/input/lu444]
t2311,[],-P [7  8  3  < ../inputs/input/lu445]
t2312,[],-P [6  5  8  < ../inputs/input/lu446]
t2313,[],-P [7  8  9  < ../inputs/input/lu447]
t2314,[],-P [4  7  10  < ../inputs/input/lu448]
t2315,[],-P [1  6  5  < ../inputs/input/lu449]
t2316,[],-P [10  5  6  < ../inputs/input/lu450]
t2317,[],-P [3  6  3  < ../inputs/input/lu451]
t2318,[],-P [2  5  4  < ../inputs/input/lu452]
t2319,[],-P [1  6  9  < ../inputs/input/lu453]
t2320,[],-P [10  7  2  < ../inputs/input/lu454]
